1261 2222 26 913 914 561 1711,2046
3 1602 44 554 1862 48 3 10461 4112,2047
278 1297 6597,2044
535 825 1711 48 1602 44 1158 3893,2043
2588 1088 10 721 198 10 2446 2447 48 1602 468 688 284,2045
229 1313 2474 117 4941 10 1009 1711 721 15 210 211,2049
1486 2093 1117 165 727 8682,2048
27868 4355 320 192 3830 48 1841 1330,2053
362 4060 91 48 347 880 709 710 359 712,2054
2047 8446 2275 270 18936 19372 799,2046
988 5531 15 26239 1711 245 7840 22 6337 87 434 3201,2043
4686 8101 5790 117 1917 23361 6617 6412,2053
2180 1630 2623 48 5791 4821,2044
3 218 1613 244 278 48 1526,2053
3 3110 5958 40 79 48 149 1303 26 1464 10481 2344,2051
1984 1270 13 1459 40 14756,2054
1368 535 28282 48 1917 923 22 1589 318,2053
2588 1401 1655 1407 16673 1655 676,2048
6115 4294 8270 8271 40 8272 3001 843 168 169 2049 3214,2053
16632 3436 1186 1382 1205 2007 1408,2052
2151 4112 1032 3359 165 609 4478 23390 3 2382 156 269 15 1310 40 329,2049
149 286 554 26 760 887 848 236,2043
1858 149 13 1409 432 1205 842 10506 26 2260,2048
1368 468 318 48 79 5501 370,2044
3 218 725 1241 149 79 48 686 688,2047
1401 563 2847 2848 1046 165 2849 2210 104,2046
98 463 1906 8529 48 1008 7359 22 4294,2054
15396 149 3751 165 5480 514,2053
3748 40 85 48 7451 237 841,2043
1623 5434 2701 1640,2053
1185 338 2092,2053
7725 19641 18653 967 3 12294 269,2052
838 339 340 913 914 370 48 1273 318 13 772 514,2047
2039 2218 14405 1407 26 1487 5899,2046
2724 338 11130 5577 48 5220 22 1022 1297 8287,2044
1158 4999 27332 156 22 792 26 1487 299,2052
840 1799 15 3030 22 8023 3456 941,2045
8978 1383 1753 1382,2052
3 438 324 48 3412 14689 317 318,2053
679 2477 417 48 2964 4532 13 2587 318,2045
13374 609 924 3357 3483 641 114 12511 15 23787,2053
149 438 318 15 6970 5531,2054
3078 840 825 2178 22 149,2046
2877 40 147 514 4858 48 1120 832,2053
460 40 840 1572 48 2309 359 1120 799,2050
739 391 667 7379 2329 26 1275,2053
166 1487 3184 3755 22 1009 523,2043
4726 1817 3930 48 9302 1070 99 21919 38 3 725 2801 688 1032,2048
7229 8257 45 1479 1341 194 15 3074 49 15919 1051 278 149,2045
3 1229 792 13 503 117 1753 6207,2053
149 1939 1192 15 16679 2731,2047
7484 23414 13 11105 358 10598,2053
2491 488 2160 318,2047
10 5943 13 10 3499 536 1179 2382 318 22 1331 677 26 168 582 2166,2054
1243 10 4667 117 1250 8125 9729,2048
10 725 3455 23814 329 48 1731 1330,2048
3 210 503 559 48 3367 1330,2053
823 459 15 1640 22 1733 1332,2051
3 3419 792 13 7977 508 2793 2105 26 10 1500 2135 10915 1032,2046
495 21896 1124 1046 48 488 149 284,2043
5545 2397 2731 48 5700 2211,2048
404 40 7071 459 48 3107,2050
114 1858 1602 2035 1270 149,2053
759 454 149,2053
1871 318 13 1490 1171,2051
149 727 841 26 314 15 3 1174 8531,2051
328 210 840 3945,2051
1215 2795 13 10 8469 7 1313,2052
2614 6959 12668 40 227 3430 2311,2049
2508 3791 853 22 2942 1205 3038,2045
420 487 1731 688 1205 860 6153,2049
11031 10 16428 738 887 1173 741 48 744 49 16429 3 16430 724 13 3 16431,2051
760 860 299 48 688,2052
386 459 13 123 988 926,2047
3149 1932 1346 48 1313 1382,2043
454 149 26 11088 5390 1120 799 117 2472 2248 825 1711,2049
772 1167 26 1602 6685 6686 15 150 588 13 318,2049
23945 44 3 233 149 269 49 2549 7577 2942 26 23946 23947 23948,2047
149 49 1432 1487 11199 26 19664 299,2048
10182 1430 9503 2331 1158 240 15 1523 10183 48 10184 10185,2054
478 149 13 1792 218 22 966 9167 318 15 8892 1124,2046
114 12295 5051 3255 1607 2588 1430 156 13 299,2047
3 123 1841 278 48 190 2646,2043
156 2815 2755 744 8724 2488,2054
7890 454 2650 15 887 1173 2642,2052
1679 1535 1155 1163 3779 1205 1186 4999 1379 2731,2052
840 1602 2035 148 1330 1205 189 190 22 488 1346,2051
15149 1334 318,2044
3 210 199 48 149 165 11149,2048
5909 459 4349 3 860 269,2047
189 190 1733 1153 149 26 80 2941,2054
270 1275 49 554 111 380 170 725 655 295 26 2260 7150,2047
395 10 7195 96 13 3 7196 278 2012 10 4372 13 111 1700 2369,2054
912 299 1355 33 2397 121 2036 2406,2049
331 860 912 486,2044
3 559 48 579 201 13 535 318 13 2056,2052
3 210 199 48 148 20256 1330,2053
13523 148 486 48 1858 149,2053
1013 21161 48 5488 5086 6020,2048
59 15025 1674 1675 1689 12668 40 712,2045
114 315 165 10 336 358 15 798 2717 3 4078 470,2050
6991 2476,2046
1535 1155 192 2625 48 1152 9715 1526 688,2051
5917 454 5083 149 15 872 3752,2054
7672 2686 3713 15 11440 2266 988,2054
11396 3038 15 6412 48 1896 4107 3316,2046
1383 762 48 338 514 2210 792,2043
484 485 1781 1782 503 48 1864 3116,2050
1430 2585 491 26 538 725 2595 299,2049
1579 2439 604 15 3 229 1573 329 114 14381,2046
12436 417 48 12437 1602 6685 2476,2044
2151 668 38 4258 165 2386 514 111 1360 18182 117 1894 269,2053
16456 27518 22 10 2576 1950 2696 1009 4007,2044
2598 538 4060 535 299 15 3261 957 22 6813 725 1080 1154 1849,2043
149 165 10436 10437 10438 22 169 48 609 4112 2709,2052
692 40 1602 664 1311 4062 3728 165 1526 2344,2049
3212 2575 26 3 538 6285 4007 459 3748 15 3 3186 3208 40 3748 3592,2054
395 242 1311 6060 40 114 5066 169 662 48 775 2793,2054
559 22 10804 48 1486 1896 630 3680,2044
80 550 535 4391 22 2476 1205 2160 318,2053
192 2625 198 830 966 9167 318,2053
6837 631 111 3074 49 2038 13 5830 9777,2043
157 1932 149 48 386 677 13 1368 1958 3987 808 9496,2054
227 20223 20224 9099 9691 3413 2274 11804 5243,2050
210 1858 149 1205 1336 2731,2052
3132 677 48 1798 601 2008,2051
798 912 486 561 3 1009 269 48 1939 15 2427,2053
10 2880 1802 218 631 48 478 328 218 688,2050
2594 986 15 544 1154 83 22 1430 370,2053
988 764 26 80 550 688,2050
148 370 48 298 3174 270 1792 519 318,2049
114 7006 7007 1008 271 503,2053
2178 13 11037 13 2298 26 10030,2044
584 657 194 12319 10299,2053
1707 1008 1624 2964 589 587 26 2617 514,2050
147 291 3389 117 6395,2053
513 13641 3386 22 4786,2045
3 966 877 2717 3 4078 4895 48 12750 441 23832,2043
386 420 487 317 156 15 1752 1779 514 2557,2043
114 3309 10 3005 1313,2050
6249 4656 168 169 775 4245 303 1535 455 6250 514,2050
8954 1430 860 912 40 1382 48 1753 799 117 3484 10 3121 218 244 2763 18564,2053
3 10593 5610 337 48 739 1981 26 228 9622,2054
1858 1270 149 15 1163 3000,2054
1179 1499 1270 22 1142 2942 26 420 712 15 772 741,2054
149 3 5939 59 8662 15 4060 812 5858,2046
8197 3229 198 1818,2053
1858 15296 299,2047
1753 326 1124 299,2047
111 739 825 48 1163 4784 15 3074 49 17213 17214,2049
5809 40 10848 432 48 16928 1914,2044
114 10 83 13 1914 85,2043
149 165 1311 5657 514 4072 15 1402 514,2043
156 3046 853 26 823 459,2054
1009 10039 2476,2053
1241 149 15 278 764,2052
19325 535 2721 503 1205 7071 149,2054
2379 213 1124 15 278 764 48 328 218 2167 1382 198 328 1753 901,2044
3108 9777 13 781 40 326 318,2053
1153 149 15 727 2731,2046
18549 2647 4126 26 685 555 712,2054
325 326 15 338 798 773 3 1273 1334 278 48 1253 514,2048
2964 51 1817 2611 26 2617 2618 454 2612,2054
22406 3 7077 823 824 516 48 189 190 192 2625,2045
386 22 508 739 189 190 192 272,2053
932 739 1138 2870 1241 149 22 759 1008 503,2050
3 1295 13 216 297 48 455 1573,2044
10 861 4352 400 1939 149 15 8011 432,2045
1917 1330 22 1602 1915 3520 117 3367 317 1841 1368 1486 792 3678 15 3679 3680,2046
149 715 2211 48 82 725 2801 792,2044
230 643 48 1167 26 3105 9944 236,2049
2724 7632 823 26 1841 192 3830 48 838 2593,2052
1167 149 40 1933 2250 1815 48 2598 15357,2053
3 5557 91 269 48 488 1345 116,2043
420 487 501 502 275 1689 860 14786 6702,2054
739 149 779 48 2093 327 912 1124,2044
2588 2582 1329 192 3830,2045
760 7741 2625 270 3 535 1273 278,2051
2472 542 1784 491 48 840 358 2281,2046
3 210 199 48 149 487 129 299 1205 1008 211,2047
5741 192 3830 15 5742 22 1487 2585 26 3048 40 1487 299,2047
3038 26 234 15 391 271 765 1836,2046
3 438 79 48 5837 957 2942,2048
18073 9549 2457 259 3779,2051
232 696 887 853 4909 588 370 48 222 513 860 712 13 471 22 4089 1154,2045
454 22 860 149 15 3 609 7 2105,2051
12740 5177 1383 812 1382 48 1371,2047
2499 2348 9716 4389 15 80 886 2500 7956 48 3713,2045
3 420 487 95 114 2499 22 16110 595 3584 3894,2046
386 1841 503 165 228 2212,2049
2376 2167 329 630 38 474 194 26 535 299 22 7229 19746 2211,2047
3243 8911 26 772 4821 15 4089 1154 22 1602 3500 1135,2047
3561 1008 588 1083,2044
561 2369 2093 48 168 169,2045
2717 3097 1602 1186 455 459,2045
27787 3 1030 278 48 536 1382 22 1334 156 165 1526 40 3431,2053
270 494 59 49 2636 739 677 588 5243 114 494 6156,2053
114 10 1487 3170 13 1964 48 4342 1138 2397,2049
7863 4539 1386 49 3572 1696 22 28593,2044
111 3704 244 48 7556 1751 5195 13 7557,2046
920 19510 1060 48 558 1947 22 912 370,2045
561 455 902 488 2210 278,2045
52 1241 149,2052
3 1229 792 13 1153 1408 1167 149,2054
683 3312 599 1602 2035 1602 259 1602 1186 149,2051
149 189 190 1607 15 25827 484 9242 957 48 840 3357 3402,2052
22452 3038 22 5533 2497 269 1315 3703,2053
367 13 2435 2436 715 257 370 198 760 778,2043
3713 636 26 111 2309 882 2961 967 22 16534 10017,2045
727 259 986,2045
3145 2731 114 328 154 158 3055,2043
23333 861 739 1031 22 1155 216 149 48 5093 1911 26 3119 514,2054
4149 269 49 1332 764 9816 48 80 550 1984 318,2043
2257 362 1572 13 5441 503 284 303 1602 550 6729 1209 234,2054
3584 3894 281 156 26 3584 8036 1205 10457 14069 326,2053
5483 303 861 1841 715 284 1689 1814 90 211,2054
3149 3005 860 1932 485 3999 48 209 808 208,2051
10 2849 13 1402 1407 26 893 669 853 48 2093 1192,2046
1244 1369 116 15 727 18180 3 887 1173 2035,2054
3691 11381 2894 41 4112 4784 270 454 488 1753 326 4257 278,2052
149 1186 1046 48 1841 2047 13 3406 3340,2047
3 1368 1162 278 48 1273 725 2801 688,2050
10 1119 2379 4286,2050
3 4819 1107 134 2763,2043
860 1784 2397 13 5424 48 488 80 550 1619,2050
2877 916 1241 6412 26 2051,2050
609 4457 82 1829 170 5113 1607 22 7 278,2046
3 148 79 48 1368 561 1984 318,2046
2499 4372 725 13 617 3533 270 488 746 1124,2043
3 322 2746 40 3373 835 48 3038 38 3481,2043
1523 808 2487 48 1499 602 3004,2045
459 22 11379 1911 13 2850 1754 15 26610 11382,2048
6076 3208 14945 40 114 2582 1602 212 503 117 8789 6052,2052
5422 11062 765 2919 38 4060 6787,2044
4651 759 535 495 725 2801,2050
2047 15013 1506 15 14069 799,2047
1273 535 1106 48 233 149 26 1274 196 234,2043
114 10 83 853 13 80 550 1958 13702,2053
1490 2475 5791 13779 1491 12756 49 604,2044
149 1274 196 318 270 8510 3029 1120 1046,2047
114 10 2049 656 215 22 5618 727 5527 26 149,2044
514 1330 117 4673 209 3130 544,2052
739 460 792 13 9825 315 26 860 1602 6685 6686 116 15 727 1156,2054
2499 10 752 13 149 535 299,2052
114 26502 3758 1284 26 1602 6685 2476,2054
1490 3402 270 6750 988 764 48 9729 2647 1733,2048
488 489 490 491 15 6187,2049
7305 1914 3 7999 840 3229 3208,2051
1731 3051 824 764 2303 117 19144,2047
488 432 48 3945 691 218 1124,2046
1602 743 149 13 843 6586 1205 2830 1829,2050
535 541 26494,2048
401 3721 3649 284,2047
933 535 536 957 149 15 1705 3260 1083 1280,2054
399 939 179 4440 80 1738 460 762 48 328 860 2476,2053
6187 129 4993 40 554,2051
3 887 1173 269 49 2585 26 299,2046
4526 48 1309 278 4527,2052
3 123 5345 13 2093 1215 48 455 514,2050
2032 168 169 7025 49 17920 22 2159 4463,2049
1330 117 189 190 3078 860 192 1346,2047
168 604 1753 2235 22 7110 8851,2048
776 1532 26 14 40 114 10 459 13 609 18797 281,2054
149 727 318 1205 209 4333,2050
149 49 1080 1051 1127,2054
21997 887 1173 290 9410 15 1284 22 1285,2052
10 386 367 13 1142 3945,2049
298 1270 13 1700 160 277 427 219 3 680 16088 2397 278 2265 32,2050
1674 5673 14694,2049
3 77 78 79 48 80 81 13 82 83,2044
1508 26 3850 3391 315,2047
16165 7957 514 759 10499 315 38 3 1470 13 2415 1696,2043
15365 6787 561 48 391 916 1602 1186 688,2051
1744 13 4526,2046
738 10 23683 13 2397 1083 22 8115 712,2047
1499 660 2487 15 7284 297,2048
2151 2167 2130 26 3814 26 1027 318,2051
759 714 715 959 318 14540 802 4888 203 165 330 5411 14541 514,2050
149 1753 1984 318 15 1989 250 1368 13080,2050
6683 3829 13702 48 214 215 209 2435 2436 284,2053
12620 12621 87 667 739 2274 12622 7162,2051
454 535 2043 6154 149,2052
114 296 233 149 270 1142 2093 40 860 3830,2048
4971 10058 12104 3409 26 10 20948,2054
2066 10 2067 1753 326 688 270 2068 901,2051
12244 7158 9672 3728 2090 270 12087 630,2054
9476 22448 48 582 1031,2053
514 3169 48 1487 416 5774 11893 8779,2053
535 315 270 860 912 15346,2051
4440 491 26 725 2690 318,2047
156 880 2615 26 20344 20345 12071,2046
4785 10 2242 271 270 10008 482 6602,2046
932 739 928 929 3838 2358,2047
840 328 672 3012 149,2052
3796 4457 5952 49 222 267 2263 6071 656 582 5032,2046
653 22 910 396 26 1446 1215,2046
3561 1032 3957 149,2043
314 6285 4351 1008 1624,2052
3366 1090 825 1711 15 278 764,2047
1755 84 13 541 359 4806 15 1277 988 297,2048
1679 10 1753 326 488 894 272 117 537 1818 26 5073 1619,2053
13053 6819 11459 630 165 10 1896,2051
3 189 675 672 6787 48 1891 7742 4903 4888 165 2918 2260 1067 270 3 4981 4257 514 588 40 24146 516,2044
328 357 362 2664 825 337,2053
2158 13 1270 114 513 237 4457 715 284,2047
3 933 269 49 4268 4093 303 4247 1310 4239,2052
10 669 13 3038 13828 3 5441 792,2047
679 2684 792 22 2988 2942 49 4549 298 299,2047
21745 18217 22 630 7298,2045
1731 1334 156 48 792 13 725 7863 43 3262,2045
2499 3413 725 22 1258 779 26 1490 1711,2045
3 148 149 269 49 1807 441 23832,2049
208 13 538 4666 520 3 2191 898,2048
11918 218 3504 985 335 2810 2008,2043
1776 386 10592 359 4806,2052
1487 3249 26 609 617 13006,2049
7 1487 6156 111 1862 48 156 2691 281,2053
4490 40 843 1711 48 727 27889 26 3 27890 4105 1967,2052
147 1152 291 1167 26 825 912 233 149 1205 2089 3779,2053
739 149 779 48 2435 2436 3116 270 1753 2731,2046
1401 366 1678 11100 1205 1330 15 2071 10137 194,2052
328 210 988 149 1205 577 1211 15007 4674,2052
838 3714 13 6671 9577 6504 270 5327 9578,2052
956 49 554 3 4651 218 1368 1610 278 48 554 165 1056 604,2054
1401 1731 957 48 1257 22 636,2049
931 630 3893 165 7863 4239,2054
3 5416 40 739 554 13 9340 40 2415 617 4990,2046
535 739 1241 1711 22 4925,2047
993 1474 48 1119 4351 7650 2001,2045
1030 1382 48 2036 1526 2040 165 17096 604 13 7079 4614 17097,2046
2746 194 48 314 3038,2053
1679 438 9577 12363 653 270 489 233 149,2047
2036 27745 165 1315 7139 270 2403 299,2051
535 503 15 3462 367,2053
739 22 478 860 2686 3038 26 1274 437 3587,2051
459 13 7049 5972 270 9927 690,2051
1194 555 2241 48 80 550 1792 218 318,2053
3951 49 1402 514 219 381 696 459 725,2045
1700 169 23293 2497 2169,2053
1602 212 233 149 15 538 1471 5345 272,2053
149 2167 318 13 82 234,2044
541 798 1632 1205 556 3462 1991,2050
114 149 1012 1984 318 270 4351 370,2046
910 4999 149,2048
3110 3829 1330 744 6882 11160 7131,2050
711 712 15 1160 7150,2047
14198 6666 386 1382 26 14199,2049
2823 2919 26 535 1598 299 38 1623 1624 15 911 194,2047
3 5416 278 13 2815 4226 9972,2045
256 2007 26 1261 1011 503,2054
270 77 807 1310 49 3905 1531,2048
386 1369 13 1753 326 2533,2051
739 298 3004 48 554 22 491,2051
3330 5913 890 4457 22 1486 957 26 10 1231 48 1043 2039,2046
10 4666 2242 271 13 501 15666 1984 318,2048
527 725 2594 3038 15 10 7672,2047
23214 7672 16091 3561 3562 2942,2053
21578 677 1858 298 299 15 602 443 1356 21579,2054
114 10 957 13 16387 26 3210 712,2051
1241 688 40 114 886 13 1075,2045
1008 1382 13 2595 299 165 727 1046,2048
386 22 829 2362 1346 1205 6436,2053
80 807 1602 1032 988 149 49 2636 15425 20995 15434 48 2444 482 2419 3433 459,2048
3 680 264 1340 1341 2686 3038 116,2049
148 215 1332 13 3832 1607 48 544 3264,2054
1700 2936 2898 26 233 149,2046
890 6817 2514 15 5073 22 22212,2047
7878 165 522 57 688 841 49 3 123 1402 592,2045
454 459 51 10 2434 13 709 9386,2053
1311 40 269 49 1500 2135 10915,2047
227 630 22 2701 2121 26 10 4044 4045,2050
21992 514 314 1841 156,2051
680 1313 1382 1205 189 190 3181,2052
149 7021 38 2739 359 318,2051
3 123 1792 1258 474 79 48 278 764,2054
386 256 1711 79 48 3366 3340 8142 588 26 21273,2044
3412 326 24076 656 111 186 1280 13 779 3074 49 298 5422 514,2052
2880 5907 1330,2047
362 19228 489 739 554 22 34 3074 48 8101 286 13 609 2709,2054
560 792 48 887 1173 494 149,2053
1360 149 48 3436 2653 247,2046
454 2369 3779 48 527 725 2054 7330 117 328 2533,2048
1241 149 117 2192 4548 22 589 673,2044
149 2477 1473 1458 1046 303 1009 234,2054
149 3 1311 4062 165 1602 1253 1908,2051
2362 7608 335 2810 2008,2054
1368 455 1241 149,2049
1332 474 13 1152 1793 1258 467 762,2054
8297 2035 22 6813 2035 1155 1489 792 48 1602 2035 988 149,2051
923 3038 26 902 4899 227 1374 1382 957 22 2602,2054
840 1330 38 1118 13 6878 120,2044
12189 2739 957 1689 314 116 1346,2051
11562 18342 3 10477 244 48 3549 3716 149 1205 2281,2051
3 630 1293 1313 48 6992 527 3307 1120 3880,2051
7433 40 114 680 460,2048
4206 370 48 210 1124 15 163 49 4507 91 40 7346 1215,2048
13613 2191 5043 26 11488 1487 299 117 828 3 1792 5080,2053
122 14947 49 10 4397 1894 4245 1106 48 6975,2050
1731 6285 325 326 317 13 1753 799,2047
2549 2848 13 9378 388 26 7977 1908,2053
166 523 13 301 966 6350 6351,2050
5667 149 49 1937 14163 841 3 14164 269 270 959 3668 22 14165,2045
2717 3097 1602 259 149,2046
3796 4014 26 6995 90 1640,2044
2487 48 1707 514,2053
6688 4728 1816 5483 26 774 588 91,2045
1223 1769 5085,2045
274 3070 272 13 131 3235 8911 26 860 712,2045
1154 588 2942 26 1274 196 712,2047
3 6558 559 114 18968 13 454 149,2052
565 807 2166 48 1030 2439 582 599 22 1916 491,2050
641 22 3751 3561 9445 13 494 149 999,2047
7 8 9,2054
149 218 535 299 15 1368 1027,2049
840 1940 1124 22 688,2051
1917 592 40 3038 22 278 40 233 149,2044
11488 4673 631 48 1155 566 2222,2051
738 760 77 807 314 22 15164 15165,2052
3 680 79 48 214 215 209 284,2043
775 774 2397 48 6061 244 1205 1179 12087 22 772 1154,2054
1334 156 15 1273 359 561,2046
347 550 4247 6960 48 2877 40 1486 13028,2045
744 49 7439 45 11 10 775,2045
1602 2035 149 13 1500 963 1205 2119,2045
1641 1258 40 988 2942 270 798 4848 114 488 3055,2049
3051 503 13 3 1750 271 121 10 630 13 34 2007,2045
3721 168 169 2260 5977 270 1526 4860 630,2049
2036 1521 7308 3751 48 328 27028 27029 165 10 3769 2344,2043
1273 1011 190 1124,2048
16048 3 4470,2043
1754 26 10 16051 318 13 3406 3340 26 3 2593 244 48 2653,2051
2678 328 2717 1090 149 3158 15 1796 11153 6859,2046
513 4088 1154 712 270 1346,2051
424 2180 169 662 51 3 229 6251 924,2048
282 10359 2819 3355 275 26 10 11925 1595,2048
10 2472 2529 13 3029 14756 22 1310 91,2054
10 3412 5602 2701 536,2053
1330 15 237 194 85 22 163,2050
3 559 48 22753 608 13 2419 4133 117 3796 1602 967 957,2053
10 535 404 278 3 2382 269 48 404 40 1829 22 4634 688,2051
2151 5422 11062 765 2919 165 5422 1125 514,2046
188 10 1338 463 4532 136 13 535 536 3109 48 278 2000,2052
765 6840 318 1403 4231 3899 3900 15 10 17100 5602 4951,2054
6686 1999 210 503 1679 10 2105 1261 1148,2054
3 1602 44 554 559 48 1933 3389 26 2415 617 4990,2049
3721 3791 48 237 7216 1902,2045
267 982 49 983 179 270 984 49 985 488 986,2054
1707 1841 149 48 8247 299 15 3030 514,2048
1487 12631 26 536 13390,2051
3214 26 2598 1602 4112 247,2048
2877 4999 2594 1334 1124 15 1487 192 3830 48 2957 247,2052
4112 149 5877 1700 3359 117 18966 7006 4602 165 10 882 802 1896,2054
640 2248 1711 48 478 229 503 13 5455 5456 297,2051
314 485 486 48 3130 209 808 208,2045
478 454 149 48 420 487 488 2093 1940 1124,2047
1871 299 13 4748 5599 2265 131 19080 48 513 90 115 284,2050
4785 10 391 13 1711 40 3850 1382,2053
218 1124 15 1160 4257,2047
3 229 1864 3815 79 48 3 278 13 4727 3433,2045
16387 26 149 1384 22 1137 20386,2044
1707 328 860 2533,2048
6768 931 491 13 10 1280 13 2121 1736 26 3313 765 725 2801,2052
149 186 3430 318,2052
1933 2575 13 764 22 2585 26 1487 299,2045
44 40 1120 1798 3 404 95 114 18026 3951 299,2044
18126 840 210 1031,2054
3229 1474 38 1258 7046 3004,2054
8099 26 2669,2044
3 535 269 49 3421 2037 1051 2038 1346 270 7417 40 1607,2053
861 5612 588 3533 22 1137 3074 26 256 1330 22 2071 1911,2050
3755 4328 6015 26 4342 609 44 2709,2047
5646 725 454 1769 459,2054
1241 149 48 7431 514,2044
2595 1120 832 48 759 1338 3730 2494 688,2048
579 7461 711 15 842 2051,2045
3721 1352 8351 676 26 7725 1711 4265 270 13542 514,2045
3 11869 2258 40 278 48 2499 1894 11870 8351,2047
1858 298 299 48 1051 1911,2050
3110 2362 3830 15 3030 514,2052
18112,2049
1261 1011 860 912 486 15 3732,2053
386 13243 8164 85 48 932 7076 328 672 192 3830,2049
25743 79 48 1012 871 99 91 116,2046
148 149 13 760 3366 8877 1205 861 192 2625,2047
149 4726 1779 4727 2627 203 38 3 2369 13 765 3003,2045
3 514 2303 269 49 775 16254 2090 26 2071 775 4245,2048
362 1382 26 1368 1753 359 318 165 538 725 941,2050
3755 3229 22 3755 24105,2054
123 4111 3875 48 1521 1894 4245,2046
643 2731 48 1046,2046
114 1154 4972 48 3048 1050 40 1221 13 2091 2593,2054
3478 11929 830 621,2053
347 2278 988 2222 48 488 2491 1799 1205 1346 13 210 515,2052
534 40 2093 2230 773,2047
24113 386 22 3436 3402 13 7110 7111 26 4897,2043
2724 1487 26077 48 1154 2231 26 1487 5899,2054
669 792 13 10 1799 1332 474,2047
3274 190 503 26 218 725,2051
149 26 4342 712 15 1523 1154 10 2158 13 149 2105,2045
3 1731 325 326 278 15 727 81 13 1330 48 609 2122 28085 156,2048
3646 1330 13 28026 57 7725 1384,2051
2167 3893 26 727 318 165 605 525,2043
488 489 490 764 1205 4640 17042 370,2044
1430 278 764 48 420 487 3801 82 318,2053
